Age,Gender,Weight (kg),Height (m),Calories_Burned,Workout_Type,Workout_Frequency (days/week),BMI,Name of Exercise
41.72,Male,63.18,1.98,1874.4,HIIT,4.01,16.12,Jumping Jacks
35.04,Male,50.61,1.6,734.4,Yoga,4.02,19.77,Pistol Squats
51.04,Female,57.42,1.77,1167.37,Strength,3.98,18.33,Leg Raises
31.16,Male,66.1,1.67,1088.98,Strength,3.99,23.7,Tricep Dips
56.39,Female,67.67,1.58,958.74,Yoga,1.98,27.11,Dragon Flags
57.54,Male,58.41,1.66,1188.0,Strength,1.98,21.2,Push-ups
39.33,Male,71.79,1.88,369.26,Yoga,2.02,20.31,Push Ups
18.02,Female,65.94,1.55,1890.75,HIIT,2.99,27.45,Renegade Rows
52.0,Female,66.56,1.6,1779.03,HIIT,3.99,26.0,Windshield Wipers
47.9,Male,81.15,1.77,1182.86,Yoga,3.97,25.9,Bulgarian Split Squats
43.52,Female,110.4,1.76,1321.3,HIIT,3.0,35.64,Box Jumps
53.76,Female,79.43,1.9,534.6,Yoga,1.99,22.0,Shoulder Press
45.05,Female,118.19,1.95,769.76,Yoga,2.98,31.08,Dragon Flags
36.27,Female,111.48,1.63,1337.64,HIIT,3.99,41.96,Plyometric Push-ups
43.82,Female,61.03,1.55,1521.53,Strength,4.0,25.4,Superman
33.83,Female,64.29,1.62,2050.65,Strength,4.98,24.5,Burpees
28.6,Male,56.28,1.77,607.75,Cardio,3.02,17.96,Scissors Kicks
34.08,Female,65.94,1.68,712.8,Cardio,3.0,23.36,Mountain Climbers
45.05,Female,65.87,1.57,435.6,Yoga,2.03,26.72,Dips
56.11,Female,84.77,1.63,1101.6,Strength,4.03,31.91,Prone Cobras
51.83,Male,79.35,1.59,1498.7,Strength,3.02,31.39,Seated Rows
32.85,Female,113.45,1.99,1377.35,Strength,1.98,28.65,Bicycle Crunches
19.78,Female,82.77,1.8,967.12,HIIT,2.0,25.55,Tricep Dips
37.99,Female,71.66,1.77,977.69,Cardio,2.01,22.87,Push Ups
54.11,Female,47.22,1.6,1573.42,HIIT,4.02,18.45,Bulgarian Split Squats
56.82,Female,51.5,1.63,1294.92,Strength,3.99,19.38,Deadlift
31.89,Male,58.76,1.66,330.0,Yoga,2.01,21.32,Push Ups
19.61,Female,111.08,1.94,979.2,Cardio,4.01,29.51,Kettlebell Swings
59.4,Male,77.86,1.92,481.8,Yoga,2.95,21.12,Bird Dogs
43.11,Male,61.16,1.58,1449.68,Yoga,4.98,24.5,Reverse Lunges
41.36,Male,66.97,1.74,1625.82,HIIT,3.0,22.12,Deadlifts
53.61,Male,78.4,1.66,1544.4,Strength,3.0,28.45,Dead Bugs
43.01,Female,95.54,1.85,844.8,Yoga,2.01,27.92,Reverse Lunges
37.81,Female,88.81,1.79,2022.54,Strength,4.99,27.72,Dips
52.0,Male,70.73,1.72,940.84,Yoga,3.0,23.91,Lat Pulldowns
34.17,Female,111.99,1.85,1283.06,Strength,3.99,32.72,Rows
18.31,Female,82.98,1.96,2631.2,HIIT,4.04,21.6,Rows
34.17,Female,54.29,1.52,993.5,Cardio,3.0,23.5,Leg Press
21.32,Male,80.91,1.9,1411.8,Yoga,3.97,22.41,Squats
46.24,Male,47.76,1.72,1393.36,Strength,2.99,16.14,Leg Press
54.23,Male,116.69,2.0,992.59,Cardio,2.98,29.17,Deadlift
31.17,Female,63.64,1.8,388.69,Yoga,2.02,19.64,Glute Bridges
42.05,Female,73.68,1.63,605.0,HIIT,2.98,27.73,Pull-ups
21.47,Male,62.64,1.81,926.48,Yoga,4.01,19.12,Dead Bugs
38.06,Female,49.81,1.51,1525.99,HIIT,3.01,21.85,Renegade Rows
49.15,Male,105.73,1.64,1584.0,HIIT,2.96,39.31,Pistol Squats
32.0,Male,65.17,1.62,701.16,HIIT,1.99,24.83,Scissors Kicks
32.96,Male,74.05,1.76,827.31,Yoga,4.02,23.91,Push-ups
55.34,Female,76.39,1.73,711.5,Yoga,3.0,25.52,Pistol Squats
19.06,Female,60.58,1.59,745.8,Yoga,1.99,23.96,Lateral Raises
45.08,Male,65.21,1.57,570.96,Cardio,1.99,26.46,Bird Dogs
37.34,Male,66.4,1.75,1818.56,HIIT,4.02,21.68,Renegade Rows
19.91,Female,72.71,1.73,1211.62,Cardio,3.01,24.29,Push Ups
49.05,Male,46.47,1.72,1510.74,Strength,4.02,15.71,Bicep Curls
27.7,Female,61.94,1.6,1188.0,Strength,2.99,24.2,Leg Press
49.75,Female,56.75,1.59,1259.59,Strength,3.01,22.45,Dips
37.27,Male,69.35,1.5,683.1,Strength,1.98,30.82,Decline Push-ups
47.16,Female,45.24,1.93,1236.34,Cardio,3.0,12.15,Seated Rows
31.38,Female,49.99,1.62,564.3,Strength,2.0,19.05,Zottman Curls
35.43,Male,55.48,1.56,1340.57,Yoga,5.01,22.8,Decline Push-ups
27.16,Male,80.89,1.61,1822.8,Cardio,3.98,31.21,Tricep Dips
31.27,Male,49.13,1.51,1313.58,Cardio,2.0,21.55,Step-ups
43.64,Female,86.05,1.97,1298.78,Yoga,5.0,22.17,Decline Push-ups
41.08,Female,66.37,1.74,1324.19,Strength,2.98,21.92,Decline Push-ups
22.36,Male,86.11,1.9,2731.3,HIIT,5.02,23.85,Calf Raises
49.61,Female,70.48,1.68,771.5,Yoga,2.0,24.97,Incline Push-ups
37.04,Female,54.48,1.57,1585.1,HIIT,3.02,22.1,Pull-ups
28.46,Male,113.97,1.87,1371.66,HIIT,3.02,32.59,Russian Twists
52.0,Male,79.45,1.59,1514.52,Strength,2.98,31.43,Step-ups
53.89,Male,115.43,1.92,1141.45,Cardio,4.02,31.31,Dragon Flags
30.97,Male,69.49,1.98,691.11,Strength,2.02,17.73,Squats
30.94,Male,48.65,1.65,1331.0,HIIT,2.01,17.87,Deadlifts
19.36,Female,76.75,1.62,1459.22,Strength,3.98,29.24,Box Jumps
34.07,Male,52.31,1.78,1491.64,Strength,3.99,16.51,Step-ups
24.81,Female,82.36,1.95,2762.02,HIIT,3.99,21.66,Thrusters
38.2,Male,72.05,1.77,737.86,Yoga,2.0,23.0,Kettlebell Swings
27.72,Male,57.74,2.0,1415.98,Strength,4.06,14.44,Reverse Lunges
25.77,Female,61.86,1.61,2197.91,Strength,3.97,23.86,Dips
19.01,Female,46.96,1.63,980.83,Yoga,3.99,17.67,Frog Jumps
50.14,Female,69.68,1.68,1439.9,HIIT,2.03,24.69,Leg Raises
38.24,Male,83.68,1.74,2370.15,HIIT,4.97,27.64,Resistance Band Pull-Aparts
39.84,Female,63.23,1.6,934.44,Yoga,2.99,24.7,Plank
28.22,Male,83.88,1.79,1435.2,Strength,3.95,26.18,Plyo Squats
37.95,Male,123.18,1.62,1437.6,Strength,3.99,46.94,Bear Crawls
41.25,Male,54.69,1.55,1052.08,Yoga,3.97,22.76,Deadlift
45.7,Male,60.07,1.68,1103.08,Cardio,4.01,21.28,Deadlift
45.22,Male,48.74,1.64,900.0,Yoga,3.99,18.12,Jumping Jacks
53.31,Male,84.1,1.76,1953.9,Strength,4.99,27.15,Incline Push-ups
41.21,Male,61.41,1.79,2328.3,Strength,5.0,19.17,Renegade Rows
38.49,Female,86.82,1.8,2010.85,Strength,4.01,26.8,Tricep Extensions
37.15,Female,76.45,1.82,1429.21,Cardio,4.0,23.08,Bear Crawls
34.31,Female,54.48,1.52,745.8,Yoga,3.03,23.58,Lunges
33.0,Female,81.56,1.99,1239.25,Yoga,4.01,20.6,Kettlebell Swings
46.23,Male,61.67,1.54,1671.82,Cardio,4.03,26.0,Dips
51.01,Female,59.33,1.65,1315.4,Strength,2.99,21.79,Prone Cobras
46.95,Male,87.21,1.64,2876.51,HIIT,3.99,32.42,Lat Pulldowns
39.86,Male,87.69,1.87,1535.42,Yoga,4.99,25.08,Lateral Raises
45.13,Male,46.44,1.79,1587.6,Strength,2.98,14.49,Dead Bugs
41.76,Male,42.69,1.74,906.4,Cardio,2.99,14.1,Lat Pulldowns
51.81,Male,59.34,1.71,811.06,Yoga,3.03,20.29,Lat Pulldowns
53.99,Female,78.27,1.66,1023.25,Yoga,3.03,28.4,Seated Rows
34.33,Female,75.22,1.94,1274.4,Strength,4.01,19.99,Flutter Kicks
21.11,Female,101.43,1.95,1186.88,HIIT,3.0,26.67,Step-ups
23.2,Male,44.16,1.62,700.52,HIIT,2.02,16.83,Pull-ups
21.86,Male,45.76,1.77,1270.5,HIIT,3.02,14.61,Frog Jumps
49.74,Male,45.81,1.67,1806.89,HIIT,4.05,16.43,Burpees
32.81,Male,78.36,1.66,1383.55,Strength,4.01,28.44,Dragon Flags
21.02,Female,88.76,1.6,2003.78,Strength,3.99,34.67,Tricep Dips
25.73,Male,76.47,1.79,1263.6,Strength,2.98,23.87,Face Pulls
38.89,Male,63.34,1.71,1965.6,Cardio,3.99,21.66,Windshield Wipers
45.26,Female,78.67,1.96,858.0,Yoga,2.98,20.48,Leg Raises
43.43,Female,86.64,1.97,1723.74,Cardio,4.98,22.32,Mountain Climbers
24.79,Female,96.07,1.9,1064.71,Yoga,4.0,26.61,Turkish Get-ups
58.21,Male,59.63,1.58,2819.27,HIIT,4.0,23.89,Thrusters
23.89,Male,88.21,1.74,1223.66,Yoga,3.98,29.14,Deadlift
38.13,Female,45.8,1.68,1080.9,Strength,3.0,16.23,Superman
51.8,Male,67.85,1.63,1415.7,HIIT,3.0,25.54,Deadlift
43.14,Male,96.15,1.77,1306.8,HIIT,3.0,30.69,Seated Rows
31.73,Female,107.82,1.8,1538.1,HIIT,3.0,33.28,Plyometric Push-ups
53.03,Male,59.91,1.63,482.24,Cardio,2.99,22.55,Pull-ups
47.25,Male,87.51,1.64,2346.27,Strength,3.96,32.54,Dips
47.18,Male,54.97,1.77,848.18,Yoga,4.02,17.55,Dragon Flags
43.0,Male,76.11,1.92,1499.04,HIIT,3.0,20.65,Renegade Rows
22.14,Male,106.95,1.82,718.8,Yoga,3.98,32.29,Incline Push-ups
53.19,Male,72.9,1.76,792.0,Yoga,2.99,23.53,Bicycle Crunches
21.7,Male,54.36,1.61,1895.4,Strength,4.01,20.97,Lunges
23.85,Female,40.25,1.64,652.81,Yoga,2.03,14.97,Bird Dogs
29.55,Male,122.02,2.0,1181.78,Cardio,4.02,30.5,Lunges
37.79,Male,92.0,1.77,703.36,Cardio,2.02,29.37,Calf Raises
52.33,Male,68.5,1.63,1159.35,Strength,3.02,25.78,Inverted Rows
18.77,Female,56.54,1.87,738.1,HIIT,3.01,16.17,Bear Crawls
55.37,Male,76.72,1.73,1309.18,HIIT,2.99,25.63,Incline Push-ups
53.66,Male,74.68,1.61,1861.2,HIIT,3.99,28.81,Push Ups
29.11,Female,87.02,1.86,1178.71,Yoga,4.0,25.15,Seated Rows
30.11,Female,114.01,1.91,1247.4,Strength,2.99,31.25,Bench Press
28.12,Male,70.82,1.67,1925.59,HIIT,3.99,25.39,Burpees
53.56,Male,104.95,1.84,822.8,HIIT,2.97,31.0,Scissors Kicks
54.15,Male,57.22,1.75,2059.2,Strength,5.0,18.68,Bear Crawls
48.98,Female,39.59,1.64,1123.2,Strength,2.99,14.72,Squats
33.94,Male,75.29,1.6,634.75,Strength,2.0,29.41,Face Pulls
20.45,Male,96.71,1.71,1239.75,Strength,3.0,33.07,Rows
42.68,Female,73.2,1.59,1296.9,Strength,2.98,28.95,Leg Raises
43.09,Male,70.55,1.66,1212.2,HIIT,2.01,25.6,Frog Jumps
42.39,Male,57.52,1.67,1830.4,Cardio,5.02,20.62,Jumping Jacks
39.73,Female,57.54,1.69,1573.42,HIIT,4.02,20.15,Resistance Band Pull-Aparts
25.94,Female,53.48,1.53,1366.06,HIIT,2.99,22.85,Lunges
35.98,Male,84.64,1.94,1872.0,Cardio,4.99,22.49,Jumping Jacks
57.62,Male,43.86,1.75,1376.1,Strength,1.99,14.32,Lateral Raises
40.08,Male,87.2,1.87,2036.83,Cardio,4.96,24.94,Reverse Lunges
50.0,Female,70.93,1.55,651.2,Cardio,2.01,29.52,Thrusters
57.92,Male,90.14,1.72,892.62,Strength,1.96,30.47,Bench Press
31.39,Male,49.59,1.62,369.26,Yoga,1.98,18.9,Incline Push-ups
55.15,Male,130.46,1.73,455.4,Yoga,3.02,43.59,Leg Press
54.23,Female,55.5,1.71,954.16,HIIT,2.01,18.98,Bird Dogs
33.88,Female,58.79,1.62,820.12,Yoga,3.97,22.4,Pistol Squats
32.05,Female,85.15,1.64,2529.15,HIIT,3.98,31.66,Deadlifts
53.12,Male,61.03,1.63,666.1,HIIT,3.01,22.97,Wall Angels
56.31,Female,44.82,1.73,1003.39,HIIT,3.0,14.98,Frog Jumps
51.16,Female,44.46,1.63,1028.06,Cardio,4.01,16.73,Inverted Rows
26.91,Male,89.13,1.64,2596.59,HIIT,4.02,33.14,Mountain Climbers
56.21,Female,49.94,1.7,1127.42,Cardio,1.99,17.28,Plank
29.07,Female,82.49,1.99,1435.5,Strength,2.01,20.83,Turkish Get-ups
44.8,Male,50.94,1.87,1556.5,Strength,3.99,14.57,Bulgarian Split Squats
27.33,Female,76.96,1.7,971.96,Strength,2.97,26.63,Plyometric Push-ups
47.25,Female,56.08,1.77,1585.32,HIIT,4.01,17.9,Calf Raises
34.09,Female,102.26,1.71,959.43,Strength,1.99,34.97,Lateral Raises
34.01,Female,75.49,1.94,1572.11,HIIT,3.99,20.06,Jumping Jacks
21.74,Female,95.93,1.63,970.38,Yoga,4.0,36.11,Thrusters
53.32,Male,57.18,1.59,1072.8,Yoga,2.98,22.62,Plyometric Push-ups
23.56,Male,59.61,1.76,563.2,Cardio,2.98,19.24,Flutter Kicks
42.54,Female,70.2,1.66,972.85,Strength,1.99,25.48,Wall Angels
32.79,Male,53.36,1.52,896.78,Cardio,1.99,23.1,Thrusters
37.18,Female,74.61,1.82,1314.31,Strength,4.02,22.52,Leg Raises
47.9,Female,95.39,1.7,1332.09,HIIT,3.01,33.01,Mountain Climbers
53.27,Female,73.77,1.76,1450.79,HIIT,2.98,23.82,Rows
21.12,Male,62.15,1.81,936.78,Yoga,4.02,18.97,Frog Jumps
54.35,Female,67.28,1.54,871.2,HIIT,2.96,28.37,Bicycle Crunches
54.19,Female,115.64,2.0,739.87,Yoga,2.99,28.91,Glute Bridges
31.88,Male,84.97,1.64,2541.48,HIIT,3.97,31.59,Lat Pulldowns
18.96,Female,99.38,1.7,1017.32,HIIT,1.98,34.39,Squats
30.51,Female,61.67,1.52,1849.78,Cardio,4.0,26.69,Wall Angels
21.81,Male,96.58,1.63,1777.54,HIIT,4.0,36.35,Shoulder Press
24.81,Male,67.04,1.61,917.4,Yoga,2.01,25.86,Lat Pulldowns
48.9,Female,81.87,1.83,2845.7,HIIT,5.0,24.45,Bear Crawls
19.82,Male,124.2,1.82,1200.0,Cardio,2.98,37.5,Wall Angels
28.1,Male,82.03,1.66,1027.2,Cardio,4.0,29.77,Prone Cobras
42.08,Male,46.19,1.78,536.8,Cardio,2.01,14.58,Bird Dogs
19.14,Female,110.5,1.91,872.78,Yoga,2.02,30.29,Plyo Squats
45.64,Male,59.46,1.68,1114.53,Cardio,3.96,21.07,Leg Raises
27.3,Male,76.27,1.7,846.34,Cardio,2.99,26.39,Thrusters
18.0,Female,57.72,1.75,1394.36,Strength,3.03,18.85,Scissors Kicks
23.12,Male,80.65,1.8,1613.24,Cardio,4.01,24.89,Decline Push-ups
44.13,Male,86.73,1.97,1943.69,Strength,5.0,22.35,Plank
56.83,Female,96.04,1.74,1297.08,Strength,3.02,31.72,Zottman Curls
44.0,Male,68.88,1.76,896.78,Cardio,3.02,22.24,Zottman Curls
32.44,Female,84.29,1.74,965.35,Yoga,3.01,27.84,Bear Crawls
35.07,Male,78.13,1.67,1490.36,HIIT,4.02,28.01,Turkish Get-ups
36.03,Female,58.54,1.77,1717.32,Cardio,4.03,18.69,Bench Press
45.43,Male,52.29,1.85,1057.92,Cardio,2.98,15.28,Face Pulls
49.67,Female,87.77,1.6,668.19,Cardio,1.97,34.29,Kettlebell Swings
48.81,Female,82.4,1.86,1467.53,Yoga,4.0,23.82,Russian Twists
44.8,Male,85.51,1.86,1905.63,Strength,4.98,24.72,Frog Jumps
43.46,Male,109.1,1.73,1609.3,HIIT,1.96,36.45,Jumping Jacks
37.09,Male,52.77,1.71,1218.37,Strength,4.02,18.05,Tricep Dips
32.3,Male,59.15,1.66,343.2,Yoga,2.01,21.47,Tricep Dips
26.28,Male,72.86,1.67,1683.43,HIIT,1.98,26.12,Prone Cobras
57.0,Male,85.62,1.69,1831.81,Cardio,5.0,29.98,Calf Raises
28.02,Female,52.34,1.61,1417.16,Strength,3.02,20.19,Bench Press
35.05,Female,64.63,1.59,1269.44,Yoga,4.99,25.56,Decline Push-ups
42.65,Female,42.72,1.66,488.84,Yoga,2.02,15.5,Deadlift
54.54,Female,71.9,1.86,1219.38,Strength,3.0,20.78,Turkish Get-ups
21.27,Female,51.37,1.71,1028.06,Cardio,3.01,17.57,Flutter Kicks
20.84,Male,61.32,1.57,1504.24,Yoga,3.99,24.88,Bird Dogs
21.94,Female,57.79,1.72,1079.1,Strength,2.97,19.53,Jumping Jacks
46.99,Female,88.64,1.6,2177.87,Strength,5.02,34.62,Resistance Band Pull-Aparts
33.14,Male,45.4,1.5,600.05,Yoga,3.01,20.18,Shoulder Press
40.33,Female,63.44,1.62,863.03,Yoga,2.03,24.17,Push-ups
18.0,Female,71.97,1.54,960.3,Strength,2.02,30.35,Leg Raises
30.06,Male,69.8,1.56,1111.47,Strength,4.03,28.68,Pistol Squats
34.96,Female,97.72,1.71,1277.86,Cardio,3.03,33.42,Plyo Squats
31.8,Male,75.45,1.93,585.16,Strength,1.97,20.26,Frog Jumps
30.37,Female,51.47,1.74,771.04,Yoga,3.02,17.0,Glute Bridges
22.14,Female,71.65,1.93,1874.4,HIIT,4.01,19.24,Glute Bridges
21.95,Male,79.42,1.52,1940.4,HIIT,3.01,34.38,Push-ups
24.33,Female,59.7,1.79,2819.27,HIIT,4.01,18.63,Wall Angels
59.06,Male,85.78,1.67,2331.88,Strength,4.97,30.76,Flutter Kicks
22.71,Female,83.95,1.99,1401.84,Yoga,3.98,21.2,Superman
18.21,Female,60.89,1.79,720.05,Yoga,2.01,19.0,Leg Press
28.84,Female,68.29,1.72,778.9,Yoga,3.98,23.08,Leg Raises
49.93,Male,86.56,1.63,1777.03,Cardio,4.02,32.58,Bench Press
41.9,Male,63.64,1.77,1727.76,HIIT,2.97,20.31,Inverted Rows
58.99,Female,126.1,1.69,1083.38,Cardio,3.0,44.15,Russian Twists
58.91,Female,76.4,1.77,1440.14,Strength,2.98,24.39,Jumping Jacks
32.34,Male,62.17,1.63,2389.94,HIIT,5.02,23.4,Dips
44.7,Female,85.08,1.86,1709.54,Cardio,4.97,24.59,Dead Bugs
28.01,Male,55.48,1.79,2069.6,Cardio,4.99,17.32,Mountain Climbers
44.99,Male,59.31,1.51,1244.07,Strength,4.0,26.01,Turkish Get-ups
55.36,Female,118.63,1.72,679.45,Cardio,2.98,40.1,Incline Push-ups
32.32,Male,83.77,1.74,964.48,Yoga,3.03,27.67,Calf Raises
21.89,Male,100.82,1.84,1955.23,HIIT,4.03,29.78,Face Pulls
28.13,Male,102.09,1.84,1068.23,Strength,3.04,30.15,Bird Dogs
38.9,Male,71.57,1.88,356.72,Yoga,1.99,20.25,Leg Raises
52.7,Male,125.27,1.91,336.29,Yoga,1.98,34.34,Box Jumps
42.77,Female,113.06,1.83,1922.38,HIIT,4.0,33.76,Push Ups
25.75,Male,70.93,1.66,966.24,HIIT,3.0,25.74,Mountain Climbers
53.94,Female,85.86,1.76,1420.8,Cardio,3.01,27.72,Flutter Kicks
56.96,Female,52.69,1.57,1133.06,Strength,3.04,21.38,Rows
52.84,Male,73.87,1.76,1055.12,Cardio,2.96,23.85,Wall Angels
42.26,Female,72.14,1.69,1167.37,Strength,3.02,25.26,Mountain Climbers
44.34,Female,69.04,1.75,1018.77,Strength,3.01,22.54,Rows
43.26,Male,56.93,1.79,2057.62,Cardio,4.0,17.77,Leg Press
44.77,Female,46.75,1.79,1575.49,Strength,2.99,14.59,Pull-ups
40.01,Female,52.32,1.61,747.32,Cardio,1.99,20.18,Prone Cobras
27.9,Male,128.47,1.86,1018.45,Cardio,4.01,37.13,Bear Crawls
50.17,Female,86.3,1.63,2449.06,HIIT,3.99,32.48,Frog Jumps
27.56,Female,73.14,1.67,1210.61,Strength,3.0,26.23,Bulgarian Split Squats
29.97,Female,91.38,1.99,985.58,Yoga,2.96,23.08,Renegade Rows
33.39,Male,56.06,1.61,1389.47,Yoga,4.0,21.63,Deadlifts
42.72,Male,82.9,1.95,2704.78,HIIT,4.98,21.8,Windshield Wipers
18.0,Male,64.65,1.55,1027.88,Yoga,3.05,26.91,Deadlift
52.02,Male,81.59,1.72,1358.47,HIIT,4.02,27.58,Face Pulls
18.86,Male,64.46,1.63,1938.86,Cardio,5.03,24.26,Squats
48.74,Male,45.36,1.74,1187.42,Cardio,2.96,14.98,Leg Raises
36.56,Female,103.37,1.89,535.57,Strength,1.98,28.94,Prone Cobras
38.96,Female,85.82,1.82,2287.91,Strength,4.98,25.91,Bulgarian Split Squats
49.1,Male,84.75,1.68,1419.6,Yoga,4.0,30.03,Box Jumps
55.14,Male,71.49,1.62,356.72,Yoga,2.99,27.24,Prone Cobras
20.15,Male,70.83,1.69,1238.4,Cardio,3.01,24.8,Bird Dogs
30.84,Male,77.66,1.71,1211.62,Cardio,4.01,26.56,Kettlebell Swings
31.23,Male,77.6,1.92,1341.76,Cardio,3.01,21.05,Resistance Band Pull-Aparts
46.67,Male,127.31,1.76,469.03,Yoga,2.0,41.1,Box Jumps
43.89,Male,69.88,1.75,667.81,Yoga,3.0,22.82,Resistance Band Pull-Aparts
29.01,Female,58.7,1.61,1587.96,HIIT,3.0,22.65,Inverted Rows
29.58,Male,62.77,1.92,1376.89,HIIT,1.99,17.03,Plyo Squats
53.88,Male,75.3,1.72,1163.71,HIIT,3.0,25.45,Push Ups
50.73,Female,64.64,1.79,848.18,Yoga,4.0,20.17,Bench Press
43.67,Female,61.42,1.55,1358.11,Cardio,4.01,25.57,Seated Rows
32.06,Female,58.26,1.66,605.0,HIIT,2.02,21.14,Incline Push-ups
49.42,Male,89.4,1.67,2547.36,HIIT,4.99,32.06,Bear Crawls
53.99,Female,46.83,1.5,1225.42,Cardio,2.0,20.81,Lateral Raises
41.52,Male,72.56,1.62,1262.55,Strength,3.99,27.65,Plank
49.34,Male,57.9,1.58,2256.36,Strength,5.0,23.19,Leg Press
22.82,Male,40.58,1.75,541.2,Yoga,3.01,13.25,Incline Push-ups
51.51,Female,74.06,1.63,906.44,Yoga,3.0,27.87,Plyo Squats
42.86,Male,55.21,1.73,2388.1,HIIT,5.01,18.45,Russian Twists
39.98,Male,63.5,2.0,1363.2,Cardio,4.0,15.88,Incline Push-ups
42.67,Male,73.11,1.59,1304.42,Strength,2.99,28.92,Thrusters
18.76,Female,95.99,1.85,1151.04,Cardio,4.0,28.05,Bicycle Crunches
51.09,Female,88.16,1.62,1825.2,Strength,4.02,33.59,Plyometric Push-ups
51.9,Male,80.13,1.51,658.8,Cardio,3.03,35.14,Dragon Flags
31.22,Male,48.77,1.62,677.6,HIIT,2.02,18.58,Shoulder Press
22.53,Male,86.66,1.91,2667.93,HIIT,5.02,23.75,Jumping Jacks
51.9,Male,64.87,1.51,2137.81,Strength,3.97,28.45,Shoulder Press
31.05,Male,57.37,1.56,1404.0,Yoga,4.99,23.57,Deadlifts
41.55,Female,64.8,1.65,1440.0,HIIT,2.99,23.8,Tricep Dips
58.8,Female,76.31,1.77,1445.4,Strength,3.01,24.36,Inverted Rows
37.91,Female,92.05,1.77,968.88,HIIT,1.95,29.38,Renegade Rows
44.96,Male,51.03,1.87,1544.4,Strength,4.06,14.59,Step-ups
41.22,Female,82.03,1.87,2172.85,Strength,5.02,23.46,Bulgarian Split Squats
42.87,Male,66.21,1.76,1044.87,Yoga,4.01,21.37,Lat Pulldowns
20.15,Female,71.42,1.69,1229.82,Cardio,3.0,25.01,Tricep Extensions
57.11,Female,51.7,1.63,1569.49,HIIT,4.02,19.46,Inverted Rows
56.93,Female,63.68,1.52,1350.44,Yoga,5.03,27.56,Frog Jumps
31.93,Female,70.12,1.62,817.66,Yoga,1.98,26.72,Plank
21.87,Female,39.84,1.56,1553.9,Strength,4.02,16.37,Wall Angels
39.77,Female,55.03,1.61,1812.1,Strength,3.99,21.23,Lat Pulldowns
49.41,Female,45.45,1.74,1636.8,HIIT,3.0,15.01,Frog Jumps
23.85,Male,51.15,1.67,951.26,Strength,2.99,18.34,Plyo Squats
40.79,Female,63.55,1.59,2631.2,HIIT,5.02,25.14,Shoulder Press
43.03,Female,72.96,1.8,514.8,Yoga,2.99,22.52,Flutter Kicks
28.14,Male,70.18,1.58,1448.39,Cardio,2.98,28.11,Leg Raises
57.04,Female,83.57,1.65,1838.31,Strength,3.99,30.7,Rows
45.03,Male,73.3,1.75,1095.31,Cardio,4.01,23.93,Bulgarian Split Squats
57.89,Male,67.28,1.75,623.13,Strength,2.01,21.97,Burpees
59.25,Female,54.01,1.75,1607.86,Strength,3.97,17.64,Decline Push-ups
41.93,Female,50.74,1.75,1392.04,Strength,2.99,16.57,Jumping Jacks
49.97,Male,68.78,1.77,749.42,Yoga,3.01,21.95,Bicycle Crunches
58.92,Male,96.57,1.71,382.8,Yoga,3.0,33.03,Tricep Extensions
32.88,Female,46.11,1.5,1115.22,HIIT,3.01,20.49,Lat Pulldowns
49.9,Male,67.43,1.75,824.3,HIIT,2.97,22.02,Deadlift
45.3,Male,79.62,1.95,1966.8,HIIT,3.0,20.94,Mountain Climbers
46.97,Male,65.9,1.71,931.45,Yoga,3.01,22.54,Plyometric Push-ups
46.08,Male,108.11,1.64,1694.0,HIIT,2.99,40.2,Seated Rows
40.0,Male,57.71,1.98,1371.66,Cardio,3.02,14.72,Bench Press
18.74,Male,65.55,1.58,1049.45,Yoga,2.99,26.26,Dead Bugs
57.0,Female,46.3,1.76,1553.9,Strength,3.0,14.95,Mountain Climbers
45.58,Male,60.08,1.68,1242.0,Strength,4.01,21.29,Thrusters
50.59,Male,59.38,1.65,886.34,Yoga,2.99,21.81,Russian Twists
31.15,Female,79.14,1.71,1963.52,HIIT,3.99,27.06,Plank
36.15,Male,109.83,1.62,841.5,Strength,3.0,41.85,Bicep Curls
21.89,Female,79.01,1.51,1563.39,Strength,3.01,34.65,Russian Twists
20.05,Female,120.28,1.73,1345.28,HIIT,2.99,40.19,Lateral Raises
48.87,Female,69.56,1.62,1222.43,Strength,3.99,26.51,Step-ups
19.91,Male,75.54,1.73,1503.7,Strength,4.01,25.24,Bear Crawls
51.91,Male,63.84,1.62,1238.4,Cardio,4.02,24.33,Push-ups
32.01,Male,126.25,1.83,1447.16,HIIT,3.04,37.7,Turkish Get-ups
54.12,Female,83.83,1.87,2189.58,HIIT,4.97,23.97,Lat Pulldowns
30.08,Male,62.95,1.67,734.4,Yoga,4.01,22.57,Incline Push-ups
48.82,Female,57.77,1.99,929.75,Strength,3.01,14.59,Face Pulls
41.82,Female,49.15,1.5,1239.93,Strength,2.97,21.84,Wall Angels
52.25,Female,52.05,1.67,1330.01,Cardio,1.99,18.66,Box Jumps
38.06,Female,59.04,1.72,1145.75,Strength,2.98,19.96,Tricep Dips
53.62,Female,67.67,1.55,1355.86,Cardio,3.98,28.17,Pull-ups
39.67,Male,59.26,1.98,1886.03,HIIT,3.0,15.12,Tricep Dips
19.63,Male,64.57,1.78,2445.3,HIIT,4.02,20.38,Russian Twists
18.05,Female,60.66,1.79,739.2,Yoga,1.98,18.93,Plank
42.74,Male,80.79,1.78,1839.73,Strength,5.0,25.5,Scissors Kicks
